id,title,domain,domains_touched,tier,status,confidence,date_start,date_end,date_precision,prereq_count,prereqs,enables_count,enables,contested,tags
HLT-030,"Sedentism, Storage, and the New Disease Environment",health,agriculture,core,drafted,high,-10000,-4000,era,1,HLT-010,6,HLT-070; HLT-090; HLT-240; HLT-060; HLT-040; AGR-050,TRUE,neolithic; sedentism; granary; storage; zoonosis
HLT-040,The Neolithic Body,health,agriculture,core,drafted,high,-10000,-3000,era,2,HLT-030; HLT-010,1,HLT-350,FALSE,skeletal-evidence; stature; nutrition; biomechanics
HLT-050,"Pottery Cooking, Fermentation, and the Feast",health,agriculture; commerce,core,drafted,high,-9000,-3000,era,0,,1,HLT-180,FALSE,pottery; fermentation; feast; nutrition; alcohol
HLT-060,Dairying and Lactase Persistence,health,agriculture,core,drafted,high,-7000,-2000,era,1,HLT-030,1,HLT-240,FALSE,dairy; lactase-persistence; pastoralism; nutrition
HLT-070,Crowd Disease and the Urban Graveyard,health,commerce; agriculture,core,drafted,high,-3000,1850,era,2,HLT-030; HLT-010,3,HLT-090; HLT-230; HLT-170,TRUE,urbanization; crowd-disease; demography; mortality
HLT-080,Household and Folk Medicine,health,,core,drafted,high,-3000,1900,era,0,,2,HLT-150; HLT-160,TRUE,folk-medicine; household-care; herbalism; cunning-folk
HLT-085,Lead and the Toxic Burden of Crafts and Cities,health,engineering; commerce; nature,core,drafted,medium,-3000,1970,era,1,ENG-010,0,,TRUE,lead; cupellation; silver-mining; sapa; mercury; huancavelica; patio-process; occupational-medicine; ramazzini; tetraethyl-lead; patterson; elixir-poisoning
HLT-090,Urban Water and Waste Engineering,health,engineering,core,drafted,high,-2500,1900,era,4,HLT-030; HLT-070; ENG-080; ENG-070,0,,FALSE,sanitation; water; sewers; engineering; urbanism
HLT-100,Obstetrics,health,,core,drafted,medium,-1800,1900,century,0,,0,,FALSE,obstetrics; midwifery; childbirth; maternal-mortality
HLT-110,Famine and Starvation as a Distinct Mortality Mechanic,health,agriculture,core,drafted,high,-1800,1943,era,0,,0,,TRUE,famine; starvation; mortality; food-supply-collapse
HLT-120,Ritual Burial as Disease-Vector Management,health,religion,standard,drafted,medium,-1500,1900,era,0,,0,,FALSE,death; burial; ritual; pathogen-avoidance
HLT-130,"Purity Codes, Dietary Law, and Commensality",health,religion; law,core,drafted,medium,-1200,700,century,0,,0,,TRUE,purity; dietary-law; religion; caste; taboo
HLT-140,Spa and Bathing Culture,health,,stub,drafted,medium,-600,1900,era,0,,0,,FALSE,spa; bathhouse; hammam; roman-baths
HLT-150,Codified Medical Systems,health,philosophy,core,drafted,high,-400,1500,century,1,HLT-080,6,HLT-160; HLT-250; HLT-310; HLT-200; HLT-280; HLT-290,TRUE,medicine; galen; ayurveda; tcm; islamic-medicine; humoral-theory
HLT-160,Monastic Hospitals and Charitable Medicine,health,religion,core,drafted,high,-250,1500,century,3,HLT-150; REL-060; HLT-080,0,,FALSE,hospital; charity; monastery; bimaristan; medicine
HLT-170,The Connectivity Plagues,health,commerce; migration,core,drafted,high,541,1894,year,1,HLT-070,1,HLT-220,FALSE,plague; pandemic; trade-routes; black-death
HLT-180,The Stimulant Complex,health,commerce,core,drafted,high,900,1700,century,1,HLT-050,1,HLT-260,FALSE,stimulants; coffee; tea; coca; productivity; sociability
HLT-190,"Print, Silent Reading, and the Interior Self",health,engineering; philosophy; religion,standard,drafted,medium,1040,1650,century,1,MED-080,1,REL-230,TRUE,print; literacy; reading; interior-self; movable-type
HLT-200,The Asylum and the Invention of Madness as a Medical Category,health,law,core,drafted,high,1247,1890,century,1,HLT-150,1,HLT-320,TRUE,asylum; bethlem; moral-treatment; madness; psychiatry
HLT-210,Mutual Aid and Guild Sick-Funds,health,law; commerce,core,drafted,high,1250,1900,century,0,,0,,FALSE,mutual-aid; guild; friendly-society; confraternity; sick-fund
HLT-220,The Black Death as Habitus Rupture,health,religion; commerce; agriculture,core,drafted,high,1331,1353,year,1,HLT-170,1,AGR-190,TRUE,black-death; plague; habitus; labor-scarcity; mortality-shock
HLT-230,Quarantine and Cordons Sanitaires,health,law; diplomacy,core,drafted,high,1377,1900,decade,1,HLT-070,1,HLT-325,FALSE,quarantine; plague; public-health; state-capacity
HLT-240,"Virgin Soil, Syphilis, and the Columbian Exchange",health,migration; agriculture,core,drafted,high,1492,1650,decade,3,HLT-030; HLT-060; AGR-040,0,,TRUE,columbian-exchange; virgin-soil; syphilis; epidemic; contact
HLT-250,Variolation and Vaccination,health,sciences,core,drafted,high,1500,1800,century,1,HLT-150,0,,FALSE,vaccination; variolation; smallpox; immunization
HLT-260,"Alcohol, Tobacco, and Opium as Social Epidemics",health,commerce; law,core,drafted,high,1500,1900,century,1,HLT-180,0,,FALSE,alcohol; tobacco; opium; addiction; colonial-trade
HLT-265,Malaria and the Tropical Mortality Barrier,health,war; commerce; agriculture; migration,core,drafted,medium,1500,1950,era,0,,1,HLT-280,TRUE,malaria; quinine; cinchona; white-mans-grave; sickle-cell; terai; roman-campagna; ddt; eradication
HLT-270,Public Health Statistics and Vital Registration,health,nature,standard,drafted,high,1662,1900,century,0,,3,MTH-075; MTH-062; HLT-325,FALSE,vital-statistics; john-snow; john-graunt; epidemiology; cholera-map
HLT-280,Colonial and Tropical Medicine,health,war; commerce,standard,drafted,high,1750,1914,century,2,HLT-150; HLT-265,0,,TRUE,tropical-medicine; colonial-medicine; medical-services; research-institutes
HLT-290,Patent Medicine and the Quack Remedy Market,health,commerce; law,stub,drafted,medium,1800,1906,century,1,HLT-150,0,,FALSE,patent-medicine; quackery; advertising; pure-food-and-drug-act
HLT-300,The Demographic Transitions (First and Second),health,agriculture; commerce,core,drafted,high,1800,2020,decade,0,,0,,TRUE,demographic-transition; fertility; mortality; population
HLT-310,Antisepsis,health,sciences,core,drafted,high,1847,1900,year,2,HLT-150; NAT-130,1,HLT-330,FALSE,antisepsis; germ-theory; semmelweis; lister; surgery
HLT-320,Psychoanalysis,health,philosophy,standard,drafted,medium,1895,1950,decade,1,HLT-200,1,HLT-340,TRUE,psychoanalysis; freud; psychiatry; interior-self
HLT-325,1918 and the Machinery of Mass Epidemiology,health,war; diplomacy; mathematics; law,core,drafted,medium,1918,1950,decade,2,HLT-270; HLT-230,0,,TRUE,influenza; 1918-pandemic; spanish-flu; ministry-of-health; notifiable-disease; league-health-organisation; samoa; censorship
HLT-330,Antibiotics,health,sciences; war,core,drafted,high,1928,1945,year,1,HLT-310,0,,FALSE,antibiotics; penicillin; resistance; medicine
HLT-340,The Therapeutic Turn,health,philosophy,standard,drafted,medium,1950,2000,decade,1,HLT-320,0,,FALSE,therapy; self-help; individualism; mental-health
HLT-350,The Nutrition Transition,health,agriculture; commerce,core,drafted,high,1950,2020,decade,1,HLT-040,0,,FALSE,nutrition; obesity; food-systems; globalization; chronic-disease
LAW-010,Customary Law and Pre-Written Dispute Resolution,law,religion,core,drafted,medium,-10000,-1754,era,0,,1,LAW-020,TRUE,customary-law; wergild; dispute-resolution; oral-law
LAW-020,Written Law and the Codification of Inequality,law,,core,drafted,medium,-1754,-450,era,2,FIN-020; LAW-010,16,LAW-050; LAW-060; LAW-100; LAW-080; LAW-140; LAW-120; LAW-130; LAW-110; LAW-200; REL-140; LAW-070; LAW-030; LAW-040; LAW-090; LAW-170; LAW-225,FALSE,written-law; hammurabi; manusmriti; legalism
LAW-030,"Courts, Judges, and Trial Procedure",law,religion,core,drafted,high,-1754,1800,era,1,LAW-020,1,LAW-150,FALSE,courts; trial-procedure; jury; qadi; adversarial-inquisitorial
LAW-040,"Marriage, Inheritance, and Personal Status Law",law,religion; migration,core,drafted,high,-1754,1950,era,1,LAW-020,0,,FALSE,personal-status-law; marriage-law; inheritance; millet-system; colonial-codification
LAW-050,Citizenship and Voting Rights,law,diplomacy; agriculture,core,drafted,high,-594,1000,era,1,LAW-020,3,LAW-230; LAW-220; DIP-160,FALSE,citizenship; voting-rights; athenian-democracy; dhimmi
LAW-060,Senate and Elite Council as a Coalition Mechanism,law,diplomacy,core,drafted,medium,-509,1450,era,1,LAW-020,0,,FALSE,senate; council-of-elders; iroquois-confederacy; censorate
LAW-070,"Civil Law: Property, Contract, and Inheritance",law,commerce; finance,core,drafted,high,-450,1900,era,1,LAW-020,0,,FALSE,civil-law; property-law; contract-law; napoleonic-code; inheritance
LAW-080,Feudalism and Vassalage,law,war; agriculture,core,drafted,high,250,1400,era,2,LAW-020; AGR-170,0,,FALSE,feudalism; vassalage; land-tenure; samurai; knight-service; iqta
LAW-090,The Reception of Roman Law,law,philosophy,core,drafted,high,500,1200,era,1,LAW-020,1,LAW-130,FALSE,roman-law; corpus-juris-civilis; bologna; glossators
LAW-100,Meritocracy and State Bureaucracy — Examinations and Career,law,philosophy,core,drafted,high,605,1854,era,1,LAW-020,1,LAW-165,FALSE,examination-system; meritocracy; civil-service; keju
LAW-110,Police and the Administrative State,law,war,core,drafted,high,1000,1829,era,1,LAW-020,1,WAR-200,FALSE,police; baojia; metropolitan-police; public-order
LAW-120,City Charters and Communal Self-Government,law,commerce; religion,core,drafted,high,1080,1300,century,1,LAW-020,0,,FALSE,city-charter; commune; self-government; waqf
LAW-130,"Corporate Forms — The University, City, Church, and Company as Legal Persons",law,finance; religion,core,drafted,high,1088,1600,era,2,LAW-020; LAW-090,1,FIN-070,FALSE,corporate-personhood; universitas; waqf; legal-entity
LAW-140,"Estate Tax Treaties — Cortes, Estates, and Parliaments",law,finance,core,drafted,high,1188,1789,era,2,LAW-020; FIN-020,2,LAW-160; LAW-180,FALSE,cortes; estates-general; parliament; tax-consent
LAW-150,Witch Trials and Legal Panic,law,religion,standard,drafted,high,1450,1750,century,1,LAW-030,0,,TRUE,witch-trials; moral-panic; spectral-evidence; salem
LAW-160,Representation and Political Parties,law,,core,drafted,high,1679,1900,century,1,LAW-140,1,LAW-180,FALSE,political-parties; representation; whigs-tories; meiji-diet
LAW-165,Compulsory Education,law,war; commerce; philosophy; health,core,drafted,high,1763,1950,decade,3,WAR-200; LAW-100; FIN-020,0,,TRUE,compulsory-schooling; prussia; likbez; truancy; household-examination; assimilation
LAW-170,Codified Criminal Law and Punishment Reform,law,philosophy,standard,drafted,high,1764,1900,century,1,LAW-020,0,,FALSE,criminal-law; beccaria; penitentiary; punishment-reform
LAW-180,Constitution and Separation of Powers,law,,core,drafted,high,1789,1889,century,2,LAW-140; LAW-160,1,LAW-190,FALSE,constitution; separation-of-powers; meiji-constitution; ottoman-constitution
LAW-190,Judicial Review and Constitutional Courts,law,,standard,drafted,high,1803,1950,century,1,LAW-180,0,,FALSE,judicial-review; constitutional-court; marbury-v-madison; kelsen
LAW-200,The Labor Movement and Legal Recognition of Trade Unions,law,finance; commerce,core,drafted,high,1824,1935,century,1,LAW-020,0,,FALSE,trade-union; collective-bargaining; right-to-strike; labor-law
LAW-210,The Welfare State,law,finance; religion,core,drafted,high,1883,1948,century,1,FIN-020,0,,FALSE,welfare-state; social-insurance; zakat; beveridge-report
LAW-215,Antitrust and the Limits of Combination,law,commerce; finance; engineering,core,drafted,high,1890,1911,decade,2,ENG-265; FIN-070,0,,TRUE,antitrust; sherman-act; standard-oil; rule-of-reason; vertical-integration; zaibatsu; cartel
LAW-220,Universal Suffrage,law,,standard,drafted,high,1893,1965,era,1,LAW-050,0,,FALSE,suffrage; voting-rights-expansion; voting-rights-act; indian-constitution
LAW-225,Spectrum as Regulated Property,law,diplomacy; engineering; commerce; war,core,drafted,high,1906,1934,decade,2,MED-120; LAW-020,0,,FALSE,spectrum; licensing; radio-act; fcc; itu; interference; property
LAW-230,Human Rights Protection,law,diplomacy,core,drafted,high,1948,1976,decade,1,LAW-050,0,,TRUE,human-rights; udhr; universalism; cultural-relativism
MAR-038,"Winds, Currents, and Sailing Seasons",maritime,commerce; migration; war; nature,core,drafted,medium,-3500,1870,era,0,,3,MAR-020; MAR-050; MAR-160,FALSE,monsoon; trade-winds; volta-do-mar; tornaviaje; roaring-forties; typhoon; hurricane; doldrums; sailing-season; steam-transition
MAR-010,Shipbuilding and Hull Construction,maritime,engineering,core,drafted,high,-3000,1200,era,0,,3,MAR-020; MAR-040; MAR-100,FALSE,shipbuilding; hull-construction; clinker; junk; dhow
MAR-020,Coastal Trade,maritime,commerce,core,drafted,high,-3000,1500,era,2,MAR-010; MAR-038,8,MAR-030; MAR-090; MAR-120; MAR-240; MAR-260; MAR-150; MAR-220; AGR-170,FALSE,coastal-trade; cabotage; indian-ocean; mediterranean
MAR-030,Piracy,maritime,law; commerce,core,drafted,high,-1300,1830,era,1,MAR-020,2,MAR-110; MAR-120,FALSE,piracy; barbary-corsairs; wokou; caribbean
MAR-040,Warships,maritime,war,core,drafted,high,-1200,1500,era,1,MAR-010,3,MAR-060; MAR-210; MAR-190,FALSE,warship; galley; naval-warfare; premodern
MAR-050,Celestial Navigation,maritime,nature,core,drafted,high,-600,1500,era,2,NAT-015; MAR-038,2,MAR-160; MAR-250,FALSE,navigation; astronomy; wayfinding; polynesian
MAR-060,Regular Navy,maritime,war; finance,core,drafted,high,-500,1700,era,1,MAR-040,3,MAR-140; MAR-230; MAR-210,FALSE,navy; standing-force; naval-administration; state-capacity
MAR-070,Lighthouses and Aids to Navigation,maritime,engineering,standard,drafted,high,-280,1759,era,0,,0,,FALSE,lighthouse; aids-to-navigation; eddystone; pharos
MAR-080,Lateen Sail,maritime,commerce; war,core,drafted,medium,100,1450,century,0,,1,MAR-160,TRUE,lateen-sail; rigging; sailing-technology; dhow
MAR-090,Northern River Navigation,maritime,commerce; engineering,standard,drafted,medium,800,1600,century,1,MAR-020,0,,FALSE,river-trade; volga; portage; rus
MAR-100,Fishing and Whaling,maritime,commerce,core,drafted,high,1000,1859,era,1,MAR-010,1,ENG-265,FALSE,fishing; whaling; nantucket; basque-whaling
MAR-110,Privateering,maritime,war; law,core,drafted,high,1200,1856,century,1,MAR-030,0,,FALSE,privateering; letters-of-marque; naval-warfare
MAR-120,Marine Insurance,maritime,finance; commerce,core,drafted,high,1300,1700,century,2,MAR-020; MAR-030,0,,FALSE,marine-insurance; risk; lloyds; underwriting
MAR-130,Naval Gunnery and Ship Artillery,maritime,engineering; war,core,drafted,high,1350,1858,era,0,,2,MAR-210; MAR-200,FALSE,naval-gunnery; cannon; paixhans-gun; explosive-shell
MAR-140,Admiralty,maritime,law; war,core,drafted,medium,1360,1900,century,1,MAR-060,0,,FALSE,admiralty; prize-court; naval-administration; maritime-law
MAR-150,Smuggling,maritime,commerce; law,standard,drafted,high,1400,1900,century,1,MAR-020,0,,FALSE,smuggling; mercantilism; haijin; customs
MAR-160,Ocean Navigation,maritime,commerce; migration,core,drafted,high,1405,1522,decade,3,MAR-050; MAR-080; MAR-038,5,COM-140; AGR-220; MAR-170; MAR-180; MAR-185,FALSE,zheng-he; age-of-exploration; ocean-crossing; treasure-fleet
MAR-170,Naval Provisioning and Scurvy,maritime,health,core,drafted,high,1497,1795,era,1,MAR-160,0,,FALSE,scurvy; provisioning; james-lind; royal-navy
MAR-180,The Cape Route and the Collapse of the Mediterranean Spice Trade,maritime,commerce,core,drafted,high,1498,1600,century,1,MAR-160,0,,FALSE,cape-route; spice-trade; venice; vasco-da-gama
MAR-185,The Colonial Port and the Contest for Entrepôts,maritime,commerce; diplomacy; war; law,core,drafted,medium,1500,1900,era,1,MAR-160,1,MAR-205,TRUE,entrepot; cartaz; estado-da-india; malacca; batavia; singapore; hormuz; zanzibar; macau; treaty-ports; free-port
MAR-190,Marines,maritime,war,standard,drafted,high,1537,1900,century,1,MAR-040,1,MAR-360,FALSE,marines; naval-infantry; amphibious-warfare
MAR-200,Ironclads,maritime,engineering; war,core,drafted,high,1592,1870,decade,2,MAR-210; MAR-130,2,MAR-270; MAR-300,FALSE,ironclad; turtle-ship; armor; naval-technology
MAR-205,The Law of the Sea and the Enclosure of the Ocean,maritime,law; diplomacy; commerce; agriculture,core,drafted,medium,1609,2000,era,1,MAR-185,0,,TRUE,law-of-the-sea; mare-liberum; mare-clausum; truman-proclamation; unclos; exclusive-economic-zone; cod-wars; archipelagic-state; common-heritage; south-china-sea; arctic
MAR-210,Ship of the Line,maritime,war,core,drafted,high,1650,1850,century,3,MAR-040; MAR-130; MAR-060,1,MAR-200,FALSE,ship-of-the-line; line-of-battle; sailing-navy; gunnery
MAR-220,Sea Lane Strategies,maritime,war; commerce; diplomacy,core,drafted,high,1650,1945,century,1,MAR-020,1,MAR-340,FALSE,sea-lane; blockade; commerce-raiding; naval-strategy
MAR-230,Naval Impressment and the Maritime Labor Force,maritime,law; diplomacy,core,drafted,high,1664,1815,century,1,MAR-060,0,,FALSE,impressment; press-gang; mutiny; naval-labor
MAR-240,Docks,maritime,commerce; engineering,standard,drafted,high,1700,1900,century,1,MAR-020,1,MAR-370,FALSE,docks; port-infrastructure; wet-dock; colonial-trade
MAR-250,Chronometer and Coordinates,maritime,nature; engineering,standard,drafted,high,1714,1773,decade,2,MAR-050; ENG-160,0,,FALSE,chronometer; longitude; harrison; navigation
MAR-260,Clippers,maritime,commerce; engineering,standard,drafted,high,1840,1870,decade,2,MAR-020; ENG-170,0,,FALSE,clippers; tea-trade; sailing-ship; suez-canal
MAR-270,Monitor,maritime,war; engineering,standard,drafted,high,1862,1900,decade,1,MAR-200,0,,FALSE,monitor; coastal-defense; hampton-roads; ironclad
MAR-280,Torpedoes,maritime,engineering; war,core,drafted,high,1866,1905,decade,0,,3,MAR-290; MAR-310; MAR-320,FALSE,torpedo; whitehead-torpedo; naval-weapons
MAR-285,Canal Chokepoints and Closure Crises,maritime,commerce; diplomacy; engineering; war,core,drafted,medium,1869,2021,decade,1,COM-130,0,,FALSE,suez-canal; panama-canal; kiel-canal; montreux-convention; suez-crisis; supertanker; panamax; suezmax; neopanamax; ever-given
MAR-290,Jeune École,maritime,war,standard,drafted,high,1870,1900,decade,1,MAR-280,0,,TRUE,jeune-ecole; naval-doctrine; torpedo-boats; commerce-raiding
MAR-300,Battleship,maritime,war; engineering; finance,core,drafted,high,1870,1905,decade,1,MAR-200,2,MAR-330; MAR-350,FALSE,battleship; pre-dreadnought; great-power-status; naval-arms-race
MAR-310,Destroyer,maritime,war; engineering,core,drafted,high,1893,1945,decade,1,MAR-280,0,,FALSE,destroyer; torpedo-boat-destroyer; screening; fleet-doctrine
MAR-320,Submarines,maritime,engineering; war,core,drafted,high,1900,1945,decade,2,MAR-280; ENG-290,1,MAR-340,FALSE,submarine; unrestricted-warfare; u-boat; commerce-raiding
MAR-330,Dreadnought,maritime,war; finance; diplomacy,core,drafted,high,1906,1914,year,1,MAR-300,0,,TRUE,dreadnought; arms-race; naval-treaty; all-big-gun
MAR-335,Radio Navigation,maritime,engineering; war; commerce; diplomacy,standard,drafted,high,1910,1970,decade,2,MED-120; NAT-170,1,ENG-340,FALSE,radio-navigation; loran; decca; direction-finding; hyperbolic; position-fixing
MAR-337,Maritime Disaster and the Regulatory Ratchet,maritime,law; finance; diplomacy; nature,core,drafted,medium,1912,2010,decade,1,MED-120,0,,TRUE,solas; titanic; marpol; torrey-canyon; amoco-cadiz; exxon-valdez; opa-90; double-hull; flags-of-convenience; port-state-control; p-and-i-clubs; dona-paz; shipbreaking
MAR-340,Convoy Escort,maritime,war,standard,drafted,high,1917,1943,decade,2,MAR-220; MAR-320,0,,FALSE,convoy; escort; battle-of-the-atlantic; u-boat
MAR-350,Aircraft Carriers and Naval Aviation,maritime,war; engineering,core,drafted,high,1922,1945,decade,1,MAR-300,0,,FALSE,aircraft-carrier; naval-aviation; pearl-harbor; pacific-war
MAR-360,Landing Craft and Over-the-Beach Logistics,maritime,war,core,drafted,high,1939,1945,year,1,MAR-190,0,,FALSE,amphibious-warfare; landing-craft; d-day; logistics
MAR-370,Containerization,maritime,commerce; engineering,core,drafted,high,1956,1990,decade,1,MAR-240,0,,FALSE,containerization; shipping; global-trade; malcolm-mclean
MTH-015,Numeral Systems and Positional Notation,mathematics,media; commerce; finance; agriculture,core,drafted,high,-2100,1500,era,2,AGR-050; MED-010,8,MTH-020; MTH-040; NAT-040; ENG-215; NAT-015; MTH-025; MTH-045; MTH-035,TRUE,positional-notation; zero; sexagesimal; maya-numerals; counting-rods; hindu-arabic-numerals; abacists
MTH-020,The Algorithm as Delegable Procedure,mathematics,commerce; engineering; law,core,drafted,medium,-1800,1800,era,1,MTH-015,5,MTH-080; MTH-060; MTH-065; MTH-025; MTH-035,TRUE,algorithm; babylonian-tablets; euclid; nine-chapters; al-khwarizmi; brahmagupta; procedure
MTH-025,Proof as an Institution,mathematics,philosophy; religion; nature,core,drafted,medium,-500,1900,era,2,MTH-015; MTH-020,4,MTH-070; NAT-040; MTH-045; MTH-072,TRUE,proof; euclid; elements; upapatti; liu-hui; rigour; demonstration
MTH-030,Formal Logic,mathematics,philosophy,core,drafted,medium,-350,1000,era,0,,6,NAT-050; NAT-090; MTH-090; PHI-220; MTH-080; MTH-070,FALSE,logic; syllogism; nyaya; mohism
MTH-035,Algebra as Symbolic Manipulation,mathematics,law; commerce; philosophy,core,drafted,medium,-100,1637,era,2,MTH-015; MTH-020,2,MTH-045; MTH-084,TRUE,algebra; al-jabr; fangcheng; tianyuan-shu; brahmagupta; diophantus; cardano; viete
MTH-040,Probability and Statistical Reasoning,mathematics,,core,drafted,medium,850,1900,era,1,MTH-015,6,NAT-180; NAT-210; MTH-090; MTH-072; MTH-084; MTH-062,FALSE,probability; statistics; al-kindi; boltzmann; entropy
MTH-045,The Calculus,mathematics,nature; engineering; war,core,drafted,medium,1400,1872,century,3,MTH-015; MTH-025; MTH-035,5,NAT-170; NAT-180; NAT-210; NAT-220; MTH-070,TRUE,calculus; kerala-school; madhava; wasan; seki-takakazu; newton; leibniz; priority-dispute
MTH-060,Calculation as Organised Labour,mathematics,commerce; maritime; war; finance,core,drafted,high,1767,1970,century,1,MTH-020,0,,TRUE,human-computers; prony; nautical-almanac; harvard-computers; naca; survey-of-india; soroban
MTH-062,Sampling and Statistical Inference,mathematics,finance; health; law; commerce,core,drafted,medium,1786,1950,decade,2,MTH-040; HLT-270,1,MTH-084,TRUE,sampling; statistical-inference; laplace; kiaer; neyman; fisher; mahalanobis; soviet-census-1937
MTH-065,The Programmable Machine,mathematics,engineering; war; commerce,core,drafted,medium,1822,1946,decade,3,MTH-020; ENG-180; ENG-215,1,MTH-087,TRUE,babbage; lovelace; jacquard; analytical-engine; zuse; colossus; eniac; programmable
MTH-070,The Foundational Crisis,mathematics,philosophy; nature,core,drafted,high,1874,1910,decade,3,MTH-030; MTH-025; MTH-045,1,MTH-080,TRUE,foundations; set-theory; russell-paradox; frege; cantor; parallel-postulate; incommensurability
MTH-072,Cryptography and Security from Mathematical Structure,mathematics,media; war; diplomacy; commerce; law,core,drafted,medium,1883,2000,decade,2,MTH-040; MTH-025,1,MED-150,TRUE,cryptography; al-kindi; kerckhoffs; enigma; public-key; rsa; gchq; crypto-wars
MTH-075,The Unit Record and Machine-Sortable Populations,mathematics,finance; law; war; health; migration,core,drafted,medium,1890,1970,decade,2,FIN-020; HLT-270,1,MIG-250,TRUE,hollerith; unit-record; punched-card; census; tabulator; ibm; dehomag
MTH-080,Computability and the Limits of Formal Systems,mathematics,philosophy; engineering,core,drafted,high,1900,1936,decade,3,MTH-020; MTH-030; MTH-070,1,MTH-087,TRUE,computability; godel; turing; church; hilbert; entscheidungsproblem; incompleteness
MTH-084,Mathematical Modelling as a Method,mathematics,war; finance; commerce; law; maritime,core,drafted,medium,1939,2000,decade,3,MTH-040; MTH-035; MTH-062,1,WAR-330,TRUE,operations-research; linear-programming; game-theory; monte-carlo; kantorovich; mahalanobis; rand
MTH-087,The Stored-Program Architecture,mathematics,engineering; war; commerce; law,core,drafted,high,1945,1960,decade,2,MTH-065; MTH-080,2,MED-150; NAT-260,TRUE,stored-program; edvac; manchester-baby; edsac; mesm; csirac; von-neumann-architecture
MTH-090,Information Theory,mathematics,engineering,standard,drafted,high,1948,1948,year,2,MTH-030; MTH-040,0,,FALSE,information-theory; shannon; entropy; channel-capacity
MED-010,The Emergence of Writing,media,law; finance; agriculture; philosophy,core,drafted,medium,-3300,900,era,1,AGR-050,6,MED-050; MED-020; MED-060; MED-040; MTH-015; NAT-015,TRUE,writing; proto-cuneiform; hieroglyphs; oracle-bones; maya-script; khipu; uruk
MED-020,The Alphabet,media,commerce; law; religion; philosophy,core,drafted,high,-1800,800,era,1,MED-010,1,MED-030,TRUE,alphabet; proto-sinaitic; phoenician; aramaic; brahmi; geez; hangul
MED-030,Relay Messaging and the Purchase of Speed,media,diplomacy; war; commerce; finance,core,drafted,high,-550,1794,century,3,ENG-090; MIG-050; MED-020,1,MED-100,FALSE,relay; cursus-publicus; yam; angarium; chasqui; optical-telegraph; post-station
MED-040,Canon as the Fixation of a Language of Knowledge,media,religion; philosophy; law; diplomacy,core,drafted,high,-250,1800,era,2,REL-070; MED-010,1,MED-070,FALSE,canon-language; diglossia; latin; sanskrit; classical-arabic; literary-chinese; geez
MED-050,Papermaking,media,commerce,core,drafted,high,-200,1200,era,1,MED-010,1,MED-080,TRUE,paper; papermaking; cai-lun; amatl; paper-mill
MED-060,Logographic Script and Written Unity,media,diplomacy; law; philosophy; religion,core,drafted,high,-200,1900,era,1,MED-010,0,,FALSE,logographic; literary-chinese; kanbun; brush-talk; chu-nom; amarna; written-unity
MED-070,Vernacular Translation,media,religion; philosophy; law; migration,core,drafted,high,200,1650,era,1,MED-040,1,MED-080,TRUE,translation; kumarajiva; xuanzang; bhakti; ijaz; luther; tyndale; vernacular
MED-080,The Printing Press,media,health,core,drafted,high,1040,1450,century,2,MED-050; MED-070,3,HLT-190; REL-230; MED-090,FALSE,printing-press; movable-type; gutenberg; type-casting
MED-090,Newspapers and Periodical Journalism,media,commerce; law; diplomacy; philosophy,core,drafted,high,1605,1900,decade,2,MED-080; MED-100,0,,TRUE,newspaper; periodical; penny-press; wire-service; vernacular-press-act; nahda; shenbao
MED-100,The Telegraph,media,war; commerce; diplomacy; finance; maritime,core,drafted,high,1837,1902,decade,2,NAT-170; MED-030,6,DIP-170; WAR-290; FIN-210; MED-120; MED-110; MED-090,FALSE,telegraph; submarine-cable; morse-code; instant-communication
MED-110,The Telephone,media,commerce; finance; law; war,core,drafted,high,1876,1915,decade,2,MED-100; NAT-170,0,,FALSE,telephone; switchboard; local-loop; bell; interconnection
MED-120,Wireless Telegraphy,media,maritime; law; diplomacy; war; commerce,core,drafted,high,1895,1914,decade,2,NAT-170; MED-100,6,MED-130; WAR-315; LAW-225; MAR-335; MED-150; MAR-337,FALSE,wireless; marconi; ship-to-shore; titanic; solas; spark-gap
MED-130,Broadcast Radio,media,war; diplomacy; philosophy; law; religion,core,drafted,high,1920,1994,decade,2,MED-120; ENG-300,4,WAR-280; PHI-410; WAR-310; MED-140,TRUE,radio; broadcast; propaganda; jamming; volksempfanger; rtlm; sawt-al-arab
MED-140,Television,media,philosophy; health; diplomacy; law; commerce,core,drafted,high,1936,1995,decade,2,MED-130; ENG-300,0,,TRUE,television; satellite; cable; telenovela; al-jazeera; doordarshan; register
MED-150,The Global Network,media,law; commerce; diplomacy; philosophy; war,core,drafted,medium,1969,2010,decade,4,ENG-330; MED-120; MTH-087; MTH-072,0,,TRUE,internet; web; platform; packet-switching; re-intermediation; great-firewall; m-pesa
MIG-010,Peopling of the Continents (Pleistocene Human Dispersal),migration,,core,drafted,medium,-70000,-12000,era,0,,1,MIG-020,TRUE,beringia; out-of-africa; pleistocene; human-dispersal
MIG-020,Wave of Farmers,migration,agriculture,core,drafted,high,-9000,-3500,era,1,MIG-010,0,,TRUE,demic-diffusion; neolithic; wave-of-advance; farming-spread
